id_code,experiment,plate,well,sirna,well_type
HUVEC-09_4_H03,HUVEC-09,4,H03,1131,positive_control
HUVEC-09_4_H07,HUVEC-09,4,H07,1130,positive_control
HUVEC-09_4_H11,HUVEC-09,4,H11,1120,positive_control
HUVEC-09_4_H15,HUVEC-09,4,H15,1134,positive_control
HUVEC-09_4_H19,HUVEC-09,4,H19,1135,positive_control
HUVEC-09_4_H22,HUVEC-09,4,H22,1121,positive_control
HUVEC-09_4_J03,HUVEC-09,4,J03,1110,positive_control
HUVEC-09_4_J07,HUVEC-09,4,J07,1132,positive_control
HUVEC-09_4_J11,HUVEC-09,4,J11,1114,positive_control
HUVEC-09_4_J15,HUVEC-09,4,J15,1115,positive_control
HUVEC-09_4_J19,HUVEC-09,4,J19,1108,positive_control
HUVEC-09_4_J22,HUVEC-09,4,J22,1116,positive_control
HUVEC-09_4_M03,HUVEC-09,4,M03,1133,positive_control
HUVEC-09_4_M07,HUVEC-09,4,M07,1123,positive_control
HUVEC-09_4_M11,HUVEC-09,4,M11,1112,positive_control
HUVEC-09_4_M15,HUVEC-09,4,M15,1129,positive_control
HUVEC-09_4_M19,HUVEC-09,4,M19,1137,positive_control
HUVEC-09_4_M22,HUVEC-09,4,M22,1127,positive_control
HUVEC-10_1_B02,HUVEC-10,1,B02,1138,negative_control
HUVEC-10_1_C03,HUVEC-10,1,C03,1111,positive_control
HUVEC-10_1_C07,HUVEC-10,1,C07,1110,positive_control
HUVEC-10_1_C11,HUVEC-10,1,C11,1125,positive_control
HUVEC-10_1_C15,HUVEC-10,1,C15,1135,positive_control
HUVEC-10_1_C19,HUVEC-10,1,C19,1136,positive_control
HUVEC-10_1_C22,HUVEC-10,1,C22,1123,positive_control
HUVEC-10_1_F03,HUVEC-10,1,F03,1128,positive_control
HUVEC-10_1_F07,HUVEC-10,1,F07,1109,positive_control
HUVEC-10_1_F11,HUVEC-10,1,F11,1134,positive_control
HUVEC-10_1_F15,HUVEC-10,1,F15,1121,positive_control
HUVEC-10_1_F19,HUVEC-10,1,F19,1130,positive_control
HUVEC-10_1_F22,HUVEC-10,1,F22,1127,positive_control
HUVEC-10_1_H03,HUVEC-10,1,H03,1132,positive_control
HUVEC-10_1_H07,HUVEC-10,1,H07,1119,positive_control
HUVEC-10_1_H11,HUVEC-10,1,H11,1137,positive_control
HUVEC-10_1_H15,HUVEC-10,1,H15,1114,positive_control
HUVEC-10_1_H19,HUVEC-10,1,H19,1113,positive_control
HUVEC-10_1_H22,HUVEC-10,1,H22,1112,positive_control
HUVEC-10_1_J03,HUVEC-10,1,J03,1115,positive_control
HUVEC-10_1_J07,HUVEC-10,1,J07,1122,positive_control
HUVEC-10_1_J11,HUVEC-10,1,J11,1117,positive_control
HUVEC-10_1_J15,HUVEC-10,1,J15,1133,positive_control
HUVEC-10_1_J19,HUVEC-10,1,J19,1108,positive_control
HUVEC-10_1_J22,HUVEC-10,1,J22,1129,positive_control
HUVEC-10_1_M03,HUVEC-10,1,M03,1118,positive_control
HUVEC-10_1_M07,HUVEC-10,1,M07,1116,positive_control
HUVEC-10_1_M11,HUVEC-10,1,M11,1120,positive_control
HUVEC-10_1_M15,HUVEC-10,1,M15,1126,positive_control
HUVEC-10_1_M19,HUVEC-10,1,M19,1124,positive_control
HUVEC-10_1_M22,HUVEC-10,1,M22,1131,positive_control
HUVEC-10_2_B02,HUVEC-10,2,B02,1138,negative_control
HUVEC-10_2_C03,HUVEC-10,2,C03,1122,positive_control
HUVEC-10_2_C07,HUVEC-10,2,C07,1128,positive_control
HUVEC-10_2_C11,HUVEC-10,2,C11,1116,positive_control
HUVEC-10_2_C15,HUVEC-10,2,C15,1136,positive_control
HUVEC-10_2_C19,HUVEC-10,2,C19,1130,positive_control
HUVEC-10_2_C22,HUVEC-10,2,C22,1115,positive_control
HUVEC-10_2_F03,HUVEC-10,2,F03,1137,positive_control
HUVEC-10_2_F07,HUVEC-10,2,F07,1110,positive_control
HUVEC-10_2_F11,HUVEC-10,2,F11,1126,positive_control
HUVEC-10_2_F15,HUVEC-10,2,F15,1120,positive_control
HUVEC-10_2_F19,HUVEC-10,2,F19,1133,positive_control
HUVEC-10_2_F22,HUVEC-10,2,F22,1132,positive_control
HUVEC-10_2_H03,HUVEC-10,2,H03,1131,positive_control
HUVEC-10_2_H07,HUVEC-10,2,H07,1135,positive_control
HUVEC-10_2_H11,HUVEC-10,2,H11,1129,positive_control
HUVEC-10_2_H15,HUVEC-10,2,H15,1108,positive_control
HUVEC-10_2_H19,HUVEC-10,2,H19,1113,positive_control
HUVEC-10_2_H22,HUVEC-10,2,H22,1121,positive_control
HUVEC-10_2_J03,HUVEC-10,2,J03,1124,positive_control
HUVEC-10_2_J07,HUVEC-10,2,J07,1109,positive_control
HUVEC-10_2_J11,HUVEC-10,2,J11,1118,positive_control
HUVEC-10_2_J15,HUVEC-10,2,J15,1114,positive_control
HUVEC-10_2_J19,HUVEC-10,2,J19,1111,positive_control
HUVEC-10_2_J22,HUVEC-10,2,J22,1112,positive_control
HUVEC-10_2_M03,HUVEC-10,2,M03,1127,positive_control
HUVEC-10_2_M07,HUVEC-10,2,M07,1123,positive_control
HUVEC-10_2_M11,HUVEC-10,2,M11,1134,positive_control
HUVEC-10_2_M15,HUVEC-10,2,M15,1117,positive_control
HUVEC-10_2_M19,HUVEC-10,2,M19,1119,positive_control
HUVEC-10_2_M22,HUVEC-10,2,M22,1125,positive_control
HUVEC-10_3_B02,HUVEC-10,3,B02,1138,negative_control
HUVEC-10_3_C03,HUVEC-10,3,C03,1136,positive_control
HUVEC-10_3_C07,HUVEC-10,3,C07,1128,positive_control
HUVEC-10_3_C11,HUVEC-10,3,C11,1119,positive_control
HUVEC-10_3_C15,HUVEC-10,3,C15,1110,positive_control
HUVEC-10_3_C19,HUVEC-10,3,C19,1125,positive_control
HUVEC-10_3_C22,HUVEC-10,3,C22,1124,positive_control
HUVEC-10_3_F03,HUVEC-10,3,F03,1129,positive_control
HUVEC-10_3_F07,HUVEC-10,3,F07,1130,positive_control
HUVEC-10_3_F11,HUVEC-10,3,F11,1134,positive_control
HUVEC-10_3_F15,HUVEC-10,3,F15,1127,positive_control
HUVEC-10_3_F19,HUVEC-10,3,F19,1126,positive_control
HUVEC-10_3_F22,HUVEC-10,3,F22,1118,positive_control
HUVEC-10_3_H03,HUVEC-10,3,H03,1112,positive_control
HUVEC-10_3_H07,HUVEC-10,3,H07,1114,positive_control
HUVEC-10_3_H11,HUVEC-10,3,H11,1120,positive_control
HUVEC-10_3_H15,HUVEC-10,3,H15,1121,positive_control
HUVEC-10_3_H19,HUVEC-10,3,H19,1109,positive_control
HUVEC-10_3_H22,HUVEC-10,3,H22,1116,positive_control
HUVEC-10_3_J03,HUVEC-10,3,J03,1117,positive_control
HUVEC-10_3_J07,HUVEC-10,3,J07,1133,positive_control
HUVEC-10_3_J11,HUVEC-10,3,J11,1122,positive_control
HUVEC-10_3_J15,HUVEC-10,3,J15,1113,positive_control
HUVEC-10_3_J19,HUVEC-10,3,J19,1115,positive_control
HUVEC-10_3_J22,HUVEC-10,3,J22,1111,positive_control
HUVEC-10_3_M03,HUVEC-10,3,M03,1132,positive_control
HUVEC-10_3_M07,HUVEC-10,3,M07,1123,positive_control
HUVEC-10_3_M11,HUVEC-10,3,M11,1135,positive_control
HUVEC-10_3_M15,HUVEC-10,3,M15,1137,positive_control
HUVEC-10_3_M19,HUVEC-10,3,M19,1108,positive_control
HUVEC-10_3_M22,HUVEC-10,3,M22,1131,positive_control
HUVEC-10_4_B02,HUVEC-10,4,B02,1138,negative_control
HUVEC-10_4_C03,HUVEC-10,4,C03,1123,positive_control
HUVEC-10_4_C07,HUVEC-10,4,C07,1135,positive_control
HUVEC-10_4_C11,HUVEC-10,4,C11,1127,positive_control
HUVEC-10_4_C15,HUVEC-10,4,C15,1136,positive_control
HUVEC-10_4_C19,HUVEC-10,4,C19,1130,positive_control
HUVEC-10_4_C22,HUVEC-10,4,C22,1126,positive_control
HUVEC-10_4_F03,HUVEC-10,4,F03,1121,positive_control
HUVEC-10_4_F07,HUVEC-10,4,F07,1108,positive_control
HUVEC-10_4_F11,HUVEC-10,4,F11,1112,positive_control
HUVEC-10_4_F15,HUVEC-10,4,F15,1117,positive_control
HUVEC-10_4_F19,HUVEC-10,4,F19,1119,positive_control
HUVEC-10_4_F22,HUVEC-10,4,F22,1122,positive_control
HUVEC-10_4_H03,HUVEC-10,4,H03,1110,positive_control
HUVEC-10_4_H07,HUVEC-10,4,H07,1120,positive_control
HUVEC-10_4_H11,HUVEC-10,4,H11,1111,positive_control
HUVEC-10_4_H15,HUVEC-10,4,H15,1132,positive_control
HUVEC-10_4_H19,HUVEC-10,4,H19,1113,positive_control
HUVEC-10_4_H22,HUVEC-10,4,H22,1129,positive_control
HUVEC-10_4_J03,HUVEC-10,4,J03,1115,positive_control
HUVEC-10_4_J07,HUVEC-10,4,J07,1128,positive_control
HUVEC-10_4_J11,HUVEC-10,4,J11,1116,positive_control
HUVEC-10_4_J15,HUVEC-10,4,J15,1109,positive_control
HUVEC-10_4_J19,HUVEC-10,4,J19,1133,positive_control
HUVEC-10_4_J22,HUVEC-10,4,J22,1114,positive_control
HUVEC-10_4_M03,HUVEC-10,4,M03,1125,positive_control
HUVEC-10_4_M07,HUVEC-10,4,M07,1124,positive_control
HUVEC-10_4_M11,HUVEC-10,4,M11,1137,positive_control
HUVEC-10_4_M15,HUVEC-10,4,M15,1131,positive_control
HUVEC-10_4_M19,HUVEC-10,4,M19,1118,positive_control
HUVEC-10_4_M22,HUVEC-10,4,M22,1134,positive_control
HUVEC-11_1_B02,HUVEC-11,1,B02,1138,negative_control
HUVEC-11_1_C03,HUVEC-11,1,C03,1131,positive_control
HUVEC-11_1_C07,HUVEC-11,1,C07,1135,positive_control
HUVEC-11_1_C11,HUVEC-11,1,C11,1136,positive_control
HUVEC-11_1_C15,HUVEC-11,1,C15,1111,positive_control
HUVEC-11_1_C19,HUVEC-11,1,C19,1134,positive_control
HUVEC-11_1_C22,HUVEC-11,1,C22,1122,positive_control
HUVEC-11_1_F03,HUVEC-11,1,F03,1124,positive_control
HUVEC-11_1_F07,HUVEC-11,1,F07,1117,positive_control
HUVEC-11_1_F11,HUVEC-11,1,F11,1108,positive_control
HUVEC-11_1_F15,HUVEC-11,1,F15,1123,positive_control
HUVEC-11_1_F19,HUVEC-11,1,F19,1129,positive_control
HUVEC-11_1_F22,HUVEC-11,1,F22,1118,positive_control
HUVEC-11_1_H03,HUVEC-11,1,H03,1121,positive_control
HUVEC-11_1_H07,HUVEC-11,1,H07,1133,positive_control
HUVEC-11_1_H11,HUVEC-11,1,H11,1114,positive_control
HUVEC-11_1_H15,HUVEC-11,1,H15,1137,positive_control
HUVEC-11_1_H19,HUVEC-11,1,H19,1109,positive_control
HUVEC-11_1_H22,HUVEC-11,1,H22,1115,positive_control
HUVEC-11_1_J03,HUVEC-11,1,J03,1112,positive_control
HUVEC-11_1_J07,HUVEC-11,1,J07,1127,positive_control
HUVEC-11_1_J11,HUVEC-11,1,J11,1110,positive_control
HUVEC-11_1_J15,HUVEC-11,1,J15,1113,positive_control
HUVEC-11_1_J19,HUVEC-11,1,J19,1119,positive_control
HUVEC-11_1_J22,HUVEC-11,1,J22,1125,positive_control
HUVEC-11_1_M03,HUVEC-11,1,M03,1126,positive_control
HUVEC-11_1_M07,HUVEC-11,1,M07,1116,positive_control
HUVEC-11_1_M11,HUVEC-11,1,M11,1132,positive_control
HUVEC-11_1_M15,HUVEC-11,1,M15,1128,positive_control
HUVEC-11_1_M19,HUVEC-11,1,M19,1130,positive_control
HUVEC-11_1_M22,HUVEC-11,1,M22,1120,positive_control
HUVEC-11_2_B02,HUVEC-11,2,B02,1138,negative_control
HUVEC-11_2_C03,HUVEC-11,2,C03,1110,positive_control
HUVEC-11_2_C07,HUVEC-11,2,C07,1137,positive_control
HUVEC-11_2_C11,HUVEC-11,2,C11,1118,positive_control
HUVEC-11_2_C15,HUVEC-11,2,C15,1109,positive_control
HUVEC-11_2_C19,HUVEC-11,2,C19,1133,positive_control
HUVEC-11_2_C22,HUVEC-11,2,C22,1134,positive_control
HUVEC-11_2_F03,HUVEC-11,2,F03,1128,positive_control
HUVEC-11_2_F07,HUVEC-11,2,F07,1116,positive_control
HUVEC-11_2_F11,HUVEC-11,2,F11,1136,positive_control
HUVEC-11_2_F15,HUVEC-11,2,F15,1123,positive_control
HUVEC-11_2_F19,HUVEC-11,2,F19,1113,positive_control
HUVEC-11_2_F22,HUVEC-11,2,F22,1125,positive_control
HUVEC-11_2_H03,HUVEC-11,2,H03,1114,positive_control
HUVEC-11_2_H07,HUVEC-11,2,H07,1132,positive_control
HUVEC-11_2_H11,HUVEC-11,2,H11,1121,positive_control
HUVEC-11_2_H15,HUVEC-11,2,H15,1127,positive_control
HUVEC-11_2_H19,HUVEC-11,2,H19,1120,positive_control
HUVEC-11_2_H22,HUVEC-11,2,H22,1119,positive_control
HUVEC-11_2_J03,HUVEC-11,2,J03,1131,positive_control
HUVEC-11_2_J07,HUVEC-11,2,J07,1129,positive_control
HUVEC-11_2_J11,HUVEC-11,2,J11,1122,positive_control
HUVEC-11_2_J15,HUVEC-11,2,J15,1115,positive_control
HUVEC-11_2_J19,HUVEC-11,2,J19,1126,positive_control
HUVEC-11_2_J22,HUVEC-11,2,J22,1108,positive_control
HUVEC-11_2_M03,HUVEC-11,2,M03,1130,positive_control
HUVEC-11_2_M07,HUVEC-11,2,M07,1112,positive_control
HUVEC-11_2_M11,HUVEC-11,2,M11,1124,positive_control
HUVEC-11_2_M15,HUVEC-11,2,M15,1135,positive_control
HUVEC-11_2_M19,HUVEC-11,2,M19,1111,positive_control
HUVEC-11_2_M22,HUVEC-11,2,M22,1117,positive_control
HUVEC-11_3_B02,HUVEC-11,3,B02,1138,negative_control
HUVEC-11_3_C03,HUVEC-11,3,C03,1119,positive_control
HUVEC-11_3_C07,HUVEC-11,3,C07,1121,positive_control
HUVEC-11_3_C11,HUVEC-11,3,C11,1113,positive_control
HUVEC-11_3_C15,HUVEC-11,3,C15,1120,positive_control
HUVEC-11_3_C19,HUVEC-11,3,C19,1114,positive_control
HUVEC-11_3_C22,HUVEC-11,3,C22,1137,positive_control
HUVEC-11_3_F03,HUVEC-11,3,F03,1116,positive_control
HUVEC-11_3_F07,HUVEC-11,3,F07,1111,positive_control
HUVEC-11_3_F11,HUVEC-11,3,F11,1122,positive_control
HUVEC-11_3_F15,HUVEC-11,3,F15,1134,positive_control
HUVEC-11_3_F19,HUVEC-11,3,F19,1129,positive_control
HUVEC-11_3_F22,HUVEC-11,3,F22,1108,positive_control
HUVEC-11_3_H03,HUVEC-11,3,H03,1109,positive_control
HUVEC-11_3_H07,HUVEC-11,3,H07,1128,positive_control
HUVEC-11_3_H11,HUVEC-11,3,H11,1117,positive_control
HUVEC-11_3_H15,HUVEC-11,3,H15,1130,positive_control
HUVEC-11_3_H19,HUVEC-11,3,H19,1132,positive_control
HUVEC-11_3_H22,HUVEC-11,3,H22,1112,positive_control
HUVEC-11_3_J03,HUVEC-11,3,J03,1115,positive_control
HUVEC-11_3_J07,HUVEC-11,3,J07,1123,positive_control
HUVEC-11_3_J11,HUVEC-11,3,J11,1118,positive_control
HUVEC-11_3_J15,HUVEC-11,3,J15,1124,positive_control
HUVEC-11_3_J19,HUVEC-11,3,J19,1136,positive_control
HUVEC-11_3_J22,HUVEC-11,3,J22,1131,positive_control
HUVEC-11_3_M03,HUVEC-11,3,M03,1135,positive_control
HUVEC-11_3_M07,HUVEC-11,3,M07,1126,positive_control
HUVEC-11_3_M11,HUVEC-11,3,M11,1127,positive_control
HUVEC-11_3_M15,HUVEC-11,3,M15,1110,positive_control
HUVEC-11_3_M19,HUVEC-11,3,M19,1133,positive_control
HUVEC-11_3_M22,HUVEC-11,3,M22,1125,positive_control
HUVEC-11_4_B02,HUVEC-11,4,B02,1138,negative_control
HUVEC-11_4_C03,HUVEC-11,4,C03,1114,positive_control
HUVEC-11_4_C07,HUVEC-11,4,C07,1137,positive_control
HUVEC-11_4_C11,HUVEC-11,4,C11,1111,positive_control
HUVEC-11_4_C15,HUVEC-11,4,C15,1135,positive_control
HUVEC-11_4_C19,HUVEC-11,4,C19,1136,positive_control
HUVEC-11_4_C22,HUVEC-11,4,C22,1122,positive_control
HUVEC-11_4_F03,HUVEC-11,4,F03,1125,positive_control
HUVEC-11_4_F07,HUVEC-11,4,F07,1130,positive_control
HUVEC-11_4_F11,HUVEC-11,4,F11,1133,positive_control
HUVEC-11_4_F15,HUVEC-11,4,F15,1121,positive_control
HUVEC-11_4_F19,HUVEC-11,4,F19,1132,positive_control
HUVEC-11_4_F22,HUVEC-11,4,F22,1109,positive_control
HUVEC-11_4_H03,HUVEC-11,4,H03,1127,positive_control
HUVEC-11_4_H07,HUVEC-11,4,H07,1118,positive_control
HUVEC-11_4_H11,HUVEC-11,4,H11,1131,positive_control
HUVEC-11_4_H15,HUVEC-11,4,H15,1112,positive_control
HUVEC-11_4_H19,HUVEC-11,4,H19,1117,positive_control
HUVEC-11_4_H22,HUVEC-11,4,H22,1110,positive_control
HUVEC-11_4_J03,HUVEC-11,4,J03,1123,positive_control
HUVEC-11_4_J07,HUVEC-11,4,J07,1129,positive_control
HUVEC-11_4_J11,HUVEC-11,4,J11,1126,positive_control
HUVEC-11_4_J15,HUVEC-11,4,J15,1134,positive_control
HUVEC-11_4_J19,HUVEC-11,4,J19,1108,positive_control
HUVEC-11_4_J22,HUVEC-11,4,J22,1115,positive_control
HUVEC-11_4_M03,HUVEC-11,4,M03,1113,positive_control
HUVEC-11_4_M07,HUVEC-11,4,M07,1128,positive_control
HUVEC-11_4_M11,HUVEC-11,4,M11,1120,positive_control
HUVEC-11_4_M15,HUVEC-11,4,M15,1119,positive_control
HUVEC-11_4_M19,HUVEC-11,4,M19,1124,positive_control
HUVEC-11_4_M22,HUVEC-11,4,M22,1116,positive_control
HUVEC-12_1_B02,HUVEC-12,1,B02,1138,negative_control
HUVEC-12_1_C03,HUVEC-12,1,C03,1114,positive_control
HUVEC-12_1_C07,HUVEC-12,1,C07,1108,positive_control
HUVEC-12_1_C11,HUVEC-12,1,C11,1112,positive_control
HUVEC-12_1_C15,HUVEC-12,1,C15,1135,positive_control
HUVEC-12_1_C19,HUVEC-12,1,C19,1134,positive_control
HUVEC-12_1_C22,HUVEC-12,1,C22,1111,positive_control
HUVEC-12_1_F03,HUVEC-12,1,F03,1120,positive_control
HUVEC-12_1_F07,HUVEC-12,1,F07,1133,positive_control
HUVEC-12_1_F11,HUVEC-12,1,F11,1116,positive_control
HUVEC-12_1_F15,HUVEC-12,1,F15,1128,positive_control
HUVEC-12_1_F19,HUVEC-12,1,F19,1109,positive_control
HUVEC-12_1_F22,HUVEC-12,1,F22,1118,positive_control
HUVEC-12_1_H03,HUVEC-12,1,H03,1127,positive_control
HUVEC-12_1_H07,HUVEC-12,1,H07,1124,positive_control
HUVEC-12_1_H11,HUVEC-12,1,H11,1129,positive_control
HUVEC-12_1_H15,HUVEC-12,1,H15,1113,positive_control
HUVEC-12_1_H19,HUVEC-12,1,H19,1132,positive_control
HUVEC-12_1_H22,HUVEC-12,1,H22,1110,positive_control
HUVEC-12_1_J03,HUVEC-12,1,J03,1126,positive_control
HUVEC-12_1_J07,HUVEC-12,1,J07,1119,positive_control
HUVEC-12_1_J11,HUVEC-12,1,J11,1123,positive_control
HUVEC-12_1_J15,HUVEC-12,1,J15,1117,positive_control
HUVEC-12_1_J19,HUVEC-12,1,J19,1130,positive_control
HUVEC-12_1_J22,HUVEC-12,1,J22,1122,positive_control
HUVEC-12_1_M03,HUVEC-12,1,M03,1125,positive_control
HUVEC-12_1_M07,HUVEC-12,1,M07,1115,positive_control
HUVEC-12_1_M11,HUVEC-12,1,M11,1121,positive_control
HUVEC-12_1_M15,HUVEC-12,1,M15,1131,positive_control
HUVEC-12_1_M19,HUVEC-12,1,M19,1137,positive_control
HUVEC-12_1_M22,HUVEC-12,1,M22,1136,positive_control
HUVEC-12_2_B02,HUVEC-12,2,B02,1138,negative_control
HUVEC-12_2_C03,HUVEC-12,2,C03,1118,positive_control
HUVEC-12_2_C07,HUVEC-12,2,C07,1133,positive_control
HUVEC-12_2_C11,HUVEC-12,2,C11,1126,positive_control
HUVEC-12_2_C15,HUVEC-12,2,C15,1128,positive_control
HUVEC-12_2_C19,HUVEC-12,2,C19,1136,positive_control
HUVEC-12_2_C22,HUVEC-12,2,C22,1135,positive_control
HUVEC-12_2_F03,HUVEC-12,2,F03,1116,positive_control
HUVEC-12_2_F07,HUVEC-12,2,F07,1137,positive_control
HUVEC-12_2_F11,HUVEC-12,2,F11,1115,positive_control
HUVEC-12_2_F15,HUVEC-12,2,F15,1120,positive_control
HUVEC-12_2_F19,HUVEC-12,2,F19,1131,positive_control
HUVEC-12_2_F22,HUVEC-12,2,F22,1119,positive_control
HUVEC-12_2_H03,HUVEC-12,2,H03,1130,positive_control
HUVEC-12_2_H07,HUVEC-12,2,H07,1132,positive_control
HUVEC-12_2_H11,HUVEC-12,2,H11,1121,positive_control
HUVEC-12_2_H15,HUVEC-12,2,H15,1123,positive_control
HUVEC-12_2_H19,HUVEC-12,2,H19,1109,positive_control
HUVEC-12_2_H22,HUVEC-12,2,H22,1127,positive_control
HUVEC-12_2_J03,HUVEC-12,2,J03,1122,positive_control
HUVEC-12_2_J07,HUVEC-12,2,J07,1134,positive_control
HUVEC-12_2_J11,HUVEC-12,2,J11,1112,positive_control
HUVEC-12_2_J15,HUVEC-12,2,J15,1129,positive_control
HUVEC-12_2_J19,HUVEC-12,2,J19,1110,positive_control
HUVEC-12_2_J22,HUVEC-12,2,J22,1117,positive_control
HUVEC-12_2_M03,HUVEC-12,2,M03,1111,positive_control
HUVEC-12_2_M07,HUVEC-12,2,M07,1125,positive_control
HUVEC-12_2_M11,HUVEC-12,2,M11,1114,positive_control
HUVEC-12_2_M15,HUVEC-12,2,M15,1108,positive_control
HUVEC-12_2_M19,HUVEC-12,2,M19,1124,positive_control
HUVEC-12_2_M22,HUVEC-12,2,M22,1113,positive_control
HUVEC-12_3_B02,HUVEC-12,3,B02,1138,negative_control
HUVEC-12_3_C03,HUVEC-12,3,C03,1128,positive_control
HUVEC-12_3_C07,HUVEC-12,3,C07,1126,positive_control
HUVEC-12_3_C11,HUVEC-12,3,C11,1120,positive_control
HUVEC-12_3_C15,HUVEC-12,3,C15,1116,positive_control
HUVEC-12_3_C19,HUVEC-12,3,C19,1123,positive_control
HUVEC-12_3_C22,HUVEC-12,3,C22,1134,positive_control
HUVEC-12_3_F03,HUVEC-12,3,F03,1109,positive_control
HUVEC-12_3_F07,HUVEC-12,3,F07,1137,positive_control
HUVEC-12_3_F11,HUVEC-12,3,F11,1131,positive_control
HUVEC-12_3_F15,HUVEC-12,3,F15,1130,positive_control
HUVEC-12_3_F19,HUVEC-12,3,F19,1129,positive_control
HUVEC-12_3_F22,HUVEC-12,3,F22,1133,positive_control
HUVEC-12_3_H03,HUVEC-12,3,H03,1135,positive_control
HUVEC-12_3_H07,HUVEC-12,3,H07,1136,positive_control
HUVEC-12_3_H11,HUVEC-12,3,H11,1114,positive_control
HUVEC-12_3_H15,HUVEC-12,3,H15,1124,positive_control
HUVEC-12_3_H19,HUVEC-12,3,H19,1117,positive_control
HUVEC-12_3_H22,HUVEC-12,3,H22,1111,positive_control
HUVEC-12_3_J03,HUVEC-12,3,J03,1118,positive_control
HUVEC-12_3_J07,HUVEC-12,3,J07,1115,positive_control
HUVEC-12_3_J11,HUVEC-12,3,J11,1122,positive_control
HUVEC-12_3_J15,HUVEC-12,3,J15,1121,positive_control
HUVEC-12_3_J19,HUVEC-12,3,J19,1127,positive_control
HUVEC-12_3_J22,HUVEC-12,3,J22,1112,positive_control
HUVEC-12_3_M03,HUVEC-12,3,M03,1113,positive_control
HUVEC-12_3_M07,HUVEC-12,3,M07,1132,positive_control
HUVEC-12_3_M11,HUVEC-12,3,M11,1125,positive_control
HUVEC-12_3_M15,HUVEC-12,3,M15,1119,positive_control
HUVEC-12_3_M19,HUVEC-12,3,M19,1110,positive_control
HUVEC-12_3_M22,HUVEC-12,3,M22,1108,positive_control
HUVEC-12_4_B02,HUVEC-12,4,B02,1138,negative_control
HUVEC-12_4_C03,HUVEC-12,4,C03,1124,positive_control
HUVEC-12_4_C07,HUVEC-12,4,C07,1128,positive_control
HUVEC-12_4_C11,HUVEC-12,4,C11,1114,positive_control
HUVEC-12_4_C15,HUVEC-12,4,C15,1112,positive_control
HUVEC-12_4_C19,HUVEC-12,4,C19,1109,positive_control
HUVEC-12_4_C22,HUVEC-12,4,C22,1130,positive_control
HUVEC-12_4_F03,HUVEC-12,4,F03,1110,positive_control
HUVEC-12_4_F07,HUVEC-12,4,F07,1121,positive_control
HUVEC-12_4_F11,HUVEC-12,4,F11,1127,positive_control
HUVEC-12_4_F15,HUVEC-12,4,F15,1125,positive_control
HUVEC-12_4_F19,HUVEC-12,4,F19,1115,positive_control
HUVEC-12_4_F22,HUVEC-12,4,F22,1131,positive_control
HUVEC-12_4_H03,HUVEC-12,4,H03,1136,positive_control
HUVEC-12_4_H07,HUVEC-12,4,H07,1116,positive_control
HUVEC-12_4_H11,HUVEC-12,4,H11,1113,positive_control
HUVEC-12_4_H15,HUVEC-12,4,H15,1122,positive_control
HUVEC-12_4_H19,HUVEC-12,4,H19,1135,positive_control
HUVEC-12_4_H22,HUVEC-12,4,H22,1120,positive_control
HUVEC-12_4_J03,HUVEC-12,4,J03,1117,positive_control
HUVEC-12_4_J07,HUVEC-12,4,J07,1137,positive_control
HUVEC-12_4_J11,HUVEC-12,4,J11,1129,positive_control
HUVEC-12_4_J15,HUVEC-12,4,J15,1118,positive_control
HUVEC-12_4_J19,HUVEC-12,4,J19,1132,positive_control
HUVEC-12_4_J22,HUVEC-12,4,J22,1119,positive_control
HUVEC-12_4_M03,HUVEC-12,4,M03,1111,positive_control
HUVEC-12_4_M07,HUVEC-12,4,M07,1123,positive_control
HUVEC-12_4_M11,HUVEC-12,4,M11,1126,positive_control
HUVEC-12_4_M15,HUVEC-12,4,M15,1134,positive_control
HUVEC-12_4_M19,HUVEC-12,4,M19,1108,positive_control
HUVEC-12_4_M22,HUVEC-12,4,M22,1133,positive_control
HUVEC-13_1_B02,HUVEC-13,1,B02,1138,negative_control
HUVEC-13_1_C03,HUVEC-13,1,C03,1132,positive_control
HUVEC-13_1_C07,HUVEC-13,1,C07,1121,positive_control
HUVEC-13_1_C11,HUVEC-13,1,C11,1119,positive_control
HUVEC-13_1_C15,HUVEC-13,1,C15,1135,positive_control
HUVEC-13_1_C19,HUVEC-13,1,C19,1112,positive_control
HUVEC-13_1_C22,HUVEC-13,1,C22,1110,positive_control
HUVEC-13_1_F03,HUVEC-13,1,F03,1136,positive_control
HUVEC-13_1_F07,HUVEC-13,1,F07,1137,positive_control
HUVEC-13_1_F11,HUVEC-13,1,F11,1118,positive_control
HUVEC-13_1_F15,HUVEC-13,1,F15,1116,positive_control
HUVEC-13_1_F19,HUVEC-13,1,F19,1131,positive_control
HUVEC-13_1_F22,HUVEC-13,1,F22,1108,positive_control
HUVEC-13_1_H03,HUVEC-13,1,H03,1134,positive_control
HUVEC-13_1_H07,HUVEC-13,1,H07,1123,positive_control
HUVEC-13_1_H11,HUVEC-13,1,H11,1113,positive_control
HUVEC-13_1_H15,HUVEC-13,1,H15,1122,positive_control
HUVEC-13_1_H19,HUVEC-13,1,H19,1128,positive_control
HUVEC-13_1_H22,HUVEC-13,1,H22,1138,negative_control
HUVEC-13_1_J03,HUVEC-13,1,J03,1130,positive_control
HUVEC-13_1_J07,HUVEC-13,1,J07,1125,positive_control
